Accident_Index,Casualty_Reference,Date,Casualty_Severity,Casualty_Type_Category,Location_Easting_OSGR,Location_Northing_OSGR
201114K080611,2,2011-03-25,Slight,Car,434830,388550
201114K080711,1,2011-03-19,Slight,Light goods vehicles,435690,386800
201114K080911,1,2011-03-24,Slight,Pedestrian,432740,384130
201114K081611,1,2011-03-27,Slight,Car,435100,381330
201114K081611,2,2011-03-27,Slight,Car,435100,381330
201114K082111,1,2011-03-29,Slight,Pedal Cycle,434930,385340
201114K082211,1,2011-03-25,Slight,Pedal Cycle,437350,393520
201114K082311,1,2011-03-26,Slight,Car,437060,392830
201114K082411,1,2011-03-29,Slight,Pedestrian,435660,386510
201114K082411,2,2011-03-29,Slight,Pedestrian,435660,386510
201114K082411,3,2011-03-29,Slight,Pedestrian,435660,386510
201114K082611,1,2011-03-29,Slight,Car,430070,389870
201114K083611,1,2011-03-23,Slight,Car,434790,382770
201114K083811,1,2011-03-29,Slight,Car,435320,389070
201114K084011,1,2011-03-29,Slight,Car,438820,383450
201114K084011,2,2011-03-29,Slight,Car,438820,383450
201114K084111,1,2011-02-25,Slight,Pedal Cycle,434830,386290
201114K084811,1,2011-03-30,Slight,Motorcycle,443660,381250
201114K085111,1,2011-03-24,Slight,Pedestrian,436120,392500
201114K085611,1,2011-03-28,Slight,Car,439150,386910
201114K085611,2,2011-03-28,Slight,Car,439150,386910
201114K085711,1,2011-03-30,Slight,Pedal Cycle,438140,388820
201114K085911,1,2011-03-31,Slight,Car,435340,390790
201114K085911,2,2011-03-31,Serious,Car,435340,390790
201114K086111,1,2011-03-31,Slight,Pedestrian,436950,391230
201114K086811,1,2011-04-03,Slight,Car,433320,390900
201114K086911,1,2011-04-02,Slight,Pedal Cycle,432070,387090
201114K087111,1,2011-04-03,Slight,Pedestrian,436720,384380
201114K087111,2,2011-04-03,Slight,Pedestrian,436720,384380
201114K087511,1,2011-04-05,Slight,Light goods vehicles,438470,390450
201114K087711,1,2011-03-28,Slight,Pedal Cycle,438380,384130
201114K088511,1,2011-03-31,Slight,Car,433860,392730
201114K088811,1,2011-03-30,Slight,Bus or Coach,436230,389520
201114K088911,1,2011-04-05,Slight,Car,435890,391090
201114K088911,2,2011-04-05,Slight,Car,435890,391090
201114K089111,1,2011-04-07,Slight,Car,438820,386370
201114K089111,2,2011-04-07,Slight,Car,438820,386370
201114K089311,1,2011-04-05,Slight,Car,437720,388240
201114K089311,2,2011-04-05,Slight,Car,437720,388240
201114K089611,1,2011-04-06,Serious,Pedestrian,435670,395280
201114K090011,1,2011-04-05,Slight,Car,432560,389150
201114K090411,1,2011-04-08,Slight,Other,435380,390420
201114K090711,1,2011-04-09,Slight,Car,438140,389960
201114K090911,1,2011-03-31,Slight,Pedal Cycle,439350,388160
201114K091111,1,2011-04-06,Slight,Car,433410,385600
201114K091211,1,2011-04-08,Slight,Car,438970,385410
201114K091811,1,2011-04-08,Slight,Pedal Cycle,443660,383100
201114K091911,1,2011-04-08,Slight,Bus or Coach,434070,387050
201114K092111,1,2011-04-10,Fatal,Car,433200,387210
201114K092111,2,2011-04-10,Serious,Car,433200,387210
201114K092211,1,2011-04-02,Serious,Car,436070,387900
201114K092211,2,2011-04-02,Slight,Car,436070,387900
201114K092211,3,2011-04-02,Slight,Car,436070,387900
201114K092211,4,2011-04-02,Slight,Car,436070,387900
201114K092911,1,2011-04-04,Serious,Pedestrian,436950,383150
201114K093111,1,2011-04-07,Slight,Car,431180,386770
201114K093111,2,2011-04-07,Slight,Car,431180,386770
201114K093211,1,2011-04-05,Slight,Pedestrian,436890,382950
201114K093311,1,2011-04-05,Slight,Car,436180,387630
201114K093411,1,2011-04-06,Slight,Pedestrian,435760,393650
201114K093511,1,2011-04-09,Serious,Motorcycle,430740,379790
201114K093611,1,2011-04-07,Slight,Car,433830,392440
201114K093611,2,2011-04-07,Slight,Car,433830,392440
201114K094711,2,2011-04-10,Slight,Car,443540,383040
201114K094711,1,2011-04-10,Slight,Car,443540,383040
201114K094911,1,2011-04-06,Slight,Car,437560,389400
201114K094911,2,2011-04-06,Slight,Car,437560,389400
201114K094911,3,2011-04-06,Slight,Car,437560,389400
201114K095011,1,2011-04-07,Slight,Car,437900,393450
201114K095411,1,2011-04-12,Slight,Pedestrian,435450,388070
201114K095611,1,2011-04-11,Slight,Pedestrian,435290,386740
201114K095711,1,2011-04-05,Slight,Pedestrian,435390,386820
201114K096011,1,2011-04-07,Serious,Pedestrian,434100,386170
201114K096211,1,2011-04-12,Slight,Pedestrian,437220,387180
201114K096311,1,2011-04-13,Slight,Pedestrian,438330,389330
201114K096411,1,2011-04-07,Slight,Bus or Coach,435610,387190
201114K096511,1,2011-04-12,Slight,Car,433390,388680
201114K096711,1,2011-04-12,Slight,Car,443170,385670
201114K096811,1,2011-04-12,Slight,Car,433300,389300
201114K096911,1,2011-04-14,Slight,Motorcycle,433100,389810
201114K097011,1,2011-04-14,Slight,Car,434280,388170
201114K097511,1,2011-04-16,Slight,Bus or Coach,434900,381850
201114K097511,2,2011-04-16,Slight,Bus or Coach,434900,381850
201114K097611,1,2011-04-11,Slight,Pedal Cycle,440620,383480
201114K097811,1,2011-04-11,Slight,Bus or Coach,439280,385760
201114K097911,1,2011-04-16,Slight,Car,433650,396840
201114K098111,1,2011-04-16,Slight,Pedestrian,442230,384810
201114K098211,1,2011-04-16,Slight,Pedal Cycle,442240,385060
201114K098311,1,2011-04-15,Slight,Car,437350,393520
201114K098511,1,2011-04-17,Serious,Pedestrian,432830,385400
201114K098611,1,2011-04-14,Slight,Pedestrian,435620,387200
201114K098711,1,2011-04-15,Slight,Pedestrian,437360,383190
201114K098911,1,2011-04-15,Slight,Car,436060,387570
201114K098911,2,2011-04-15,Slight,Car,436060,387570
201114K098911,3,2011-04-15,Slight,Car,436060,387570
201114K099211,1,2011-04-17,Slight,Car,434420,387390
201114K099411,1,2011-04-14,Slight,Car,438690,390650
201114K099511,1,2011-04-16,Slight,Car,433860,387260
201114K099511,2,2011-04-16,Slight,Car,433860,387260
201114K099611,1,2011-04-16,Slight,Car,433690,395360
201114K100011,1,2011-04-17,Slight,Car,435350,386840
201114K100311,1,2011-04-15,Slight,Pedal Cycle,434920,385340
201114K100511,1,2011-04-18,Slight,Car,434980,381220
201114K100511,2,2011-04-18,Slight,Car,434980,381220
201114K100911,1,2011-04-18,Slight,Car,430430,390010
201114K101011,1,2011-04-18,Slight,Pedestrian,438930,387860
201114K101111,1,2011-04-17,Slight,Car,435150,386980
201114K101211,1,2011-04-16,Serious,Pedal Cycle,438860,384680
201114K101311,1,2011-04-21,Slight,Motorcycle,433340,390440
201114K101511,1,2011-04-14,Slight,Pedestrian,434820,385170
201114K101611,1,2011-04-16,Slight,Car,429850,384810
201114K101711,1,2011-04-17,Slight,Car,433040,390510
201114K102011,1,2011-04-19,Slight,Car,434710,386470
201114K102211,1,2011-04-17,Slight,Pedestrian,431040,388320
201114K102511,1,2011-04-19,Slight,Bus or Coach,435600,387300
201114K102611,1,2011-04-18,Slight,Car,435160,391540
201114K102611,2,2011-04-18,Slight,Car,435160,391540
201114K102611,3,2011-04-18,Slight,Car,435160,391540
201114K103411,1,2011-04-20,Slight,Car,434370,387370
201114K103911,1,2011-04-26,Slight,Car,437770,388420
201114K103911,2,2011-04-26,Slight,Car,437770,388420
201114K104011,1,2011-05-01,Serious,Pedestrian,433230,380330
201114K104311,1,2011-04-22,Slight,Car,436330,390190
201114K104311,3,2011-04-22,Slight,Car,436330,390190
201114K104311,2,2011-04-22,Slight,Car,436330,390190
201114K104311,4,2011-04-22,Slight,Car,436330,390190
201114K104911,1,2011-04-23,Serious,Pedestrian,438450,383020
201114K105411,1,2011-04-25,Slight,Car,438270,386420
201114K105411,2,2011-04-25,Slight,Car,438270,386420
201114K105411,3,2011-04-25,Slight,Car,438270,386420
201114K105711,1,2011-04-26,Slight,Bus or Coach,435430,387430
201114K106011,1,2011-04-25,Slight,Pedestrian,435310,394150
201114K106111,1,2011-04-25,Slight,Pedal Cycle,442180,383190
201114K106211,1,2011-04-25,Slight,Car,438660,389720
201114K106311,1,2011-04-24,Serious,Pedestrian,434890,385960
201114K106411,1,2011-04-23,Slight,Car,438860,389470
201114K107311,1,2011-04-26,Slight,Car,435140,381170
201114K107411,1,2011-04-26,Slight,Car,444300,383740
201114K107611,1,2011-04-27,Slight,Car,435860,386530
201114K107711,1,2011-04-21,Slight,Pedestrian,437650,390100
201114K108211,1,2011-04-28,Slight,Car,433940,382250
201114K108511,1,2011-04-30,Slight,Pedestrian,434970,385780
201114K108911,1,2011-04-27,Slight,Pedal Cycle,430830,386670
201114K109011,1,2011-04-30,Slight,Car,442160,383600
201114K109111,1,2011-04-29,Serious,Pedestrian,436170,390060
201114K109211,1,2011-04-27,Slight,Car,435440,386650
201114K109211,2,2011-04-27,Slight,Car,435440,386650
201114K109411,1,2011-04-23,Slight,Car,432150,382650
201114K109511,1,2011-04-26,Slight,Pedestrian,435320,387250
201114K109711,1,2011-04-21,Slight,Car,434530,386060
201114K111411,1,2011-04-30,Slight,Car,435440,386650
201114K112011,1,2011-02-26,Slight,Pedestrian,434980,386420
201114K112211,1,2011-04-22,Slight,Pedal Cycle,434000,382290
201114K112311,1,2011-05-04,Slight,Car,435410,391740
201114K112511,1,2011-04-23,Slight,Motorcycle,434840,382900
201114K112611,1,2011-05-06,Fatal,Pedestrian,435060,386820
201114K112811,1,2011-04-12,Slight,Pedestrian,434860,384480
201114K113011,3,2011-04-24,Serious,Car,435960,388110
201114K113011,1,2011-04-24,Slight,Car,435960,388110
201114K113011,2,2011-04-24,Slight,Car,435960,388110
201114K113111,1,2011-04-27,Slight,Car,438170,387020
201114K113211,1,2011-05-09,Slight,Car,430020,387520
201114K113411,1,2011-05-04,Slight,Pedestrian,435690,386930
201114K113411,2,2011-05-04,Slight,Bus or Coach,435690,386930
201114K113611,1,2011-05-04,Slight,Car,436790,391500
201114K114011,1,2011-04-26,Serious,Pedestrian,440790,384480
201114K114111,1,2011-04-27,Slight,Car,442520,381180
201114K114211,1,2011-05-02,Slight,Car,439490,390700
201114K114511,3,2011-05-09,Slight,Car,435920,390350
201114K114511,1,2011-05-09,Slight,Car,435920,390350
201114K114511,2,2011-05-09,Slight,Car,435920,390350
201114K116111,1,2011-05-07,Slight,Car,439290,390330
201114K116111,2,2011-05-07,Slight,Car,439290,390330
201114K116211,1,2011-04-30,Slight,Pedestrian,434150,392560
201114K117611,1,2011-04-29,Slight,Car,435200,390830
201114K119811,1,2011-05-16,Slight,Car,433690,390730
201114K119811,2,2011-05-16,Slight,Car,433690,390730
201114K119811,3,2011-05-16,Slight,Car,433690,390730
201114K120511,1,2011-05-13,Slight,Car,435960,387900
201114K120511,2,2011-05-13,Slight,Car,435960,387900
201114K120611,1,2011-05-19,Serious,Pedestrian,434400,387340
201114K120811,1,2011-04-30,Slight,Motorcycle,439840,390780
201114K120911,1,2011-05-09,Slight,Bus or Coach,435290,386740
201114K120911,2,2011-05-09,Slight,Bus or Coach,435290,386740
201114K120911,3,2011-05-09,Slight,Bus or Coach,435290,386740
201114K121311,1,2011-05-10,Slight,Car,428820,392840
201114K121411,1,2011-04-29,Slight,Bus or Coach,435030,386590
201114K121511,1,2011-05-03,Slight,Car,435190,386320
201114K121711,1,2011-05-05,Slight,Pedestrian,435580,396210
201114K122211,1,2011-05-11,Slight,Car,438640,389740
201114K122411,1,2011-05-06,Slight,Bus or Coach,434820,384430
201114K122511,1,2011-05-07,Serious,Motorcycle,435830,385670
201114K122611,1,2011-05-07,Slight,Pedal Cycle,435160,387320
201114K122711,1,2011-05-11,Slight,Motorcycle,439250,387220
201114K122811,1,2011-05-07,Slight,Pedal Cycle,429890,388260
201114K122911,1,2011-05-11,Slight,Car,436350,387730
201114K123111,1,2011-05-17,Slight,Car,439220,390270
201114K123211,1,2011-05-07,Slight,Car,437560,387810
201114K123311,1,2011-05-07,Slight,Car,440720,382850
201114K123311,2,2011-05-07,Slight,Car,440720,382850
201114K123411,1,2011-05-08,Slight,Car,435850,390440
201114K123411,2,2011-05-08,Slight,Car,435850,390440
201114K123611,1,2011-05-08,Slight,Car,435190,390000
201114K123611,3,2011-05-08,Slight,Car,435190,390000
201114K123611,2,2011-05-08,Slight,Car,435190,390000
201114K123711,1,2011-05-12,Slight,Car,435600,394600
201114K123811,1,2011-05-12,Slight,Car,433790,391690
201114K124011,1,2011-05-12,Slight,Bus or Coach,435190,385480
201114K124011,2,2011-05-12,Slight,Bus or Coach,435190,385480
201114K124111,1,2011-05-13,Slight,Car,437820,389640
201114K124111,3,2011-05-13,Slight,Car,437820,389640
201114K124111,2,2011-05-13,Slight,Car,437820,389640
201114K124211,1,2011-05-25,Slight,Pedal Cycle,434300,388710
201114K124311,1,2011-05-13,Slight,Bus or Coach,433240,389600
201114K124611,1,2011-05-17,Serious,Pedal Cycle,435190,381230
201114K124911,1,2011-05-14,Slight,Car,428830,387030
201114K124911,2,2011-05-14,Slight,Car,428830,387030
201114K125011,1,2011-05-18,Slight,Pedal Cycle,441020,386220
201114K125111,1,2011-05-14,Slight,Motorcycle,438830,386370
201114K125311,1,2011-05-17,Slight,Car,436510,390370
201114K125511,1,2011-05-14,Slight,Bus or Coach,434730,384370
201114K125911,1,2011-05-15,Slight,Motorcycle,435890,397170
201114K126011,1,2011-05-08,Slight,Pedestrian,436060,387890
201114K126111,1,2011-05-18,Slight,Car,434850,388080
201114K126611,1,2011-05-19,Slight,Car,435180,390210
201114K126811,1,2011-05-19,Slight,Pedestrian,434860,386100
201114K126911,1,2011-05-20,Slight,Car,433560,386480
201114K127011,1,2011-05-20,Slight,Car,434830,388160
201114K127111,1,2011-05-21,Slight,Pedestrian,438990,389650
201114K127111,2,2011-05-21,Slight,Pedestrian,438990,389650
201114K127211,1,2011-05-10,Slight,Car,435170,386310
201114K127411,1,2011-05-22,Slight,Car,425260,398320
201114K127511,1,2011-05-24,Slight,Bus or Coach,432470,391350
201114K127511,2,2011-05-24,Slight,Bus or Coach,432470,391350
201114K128211,1,2011-05-25,Slight,Car,432290,388600
201114K128911,1,2011-05-25,Slight,Bus or Coach,435070,386510
201114K129011,1,2011-05-24,Serious,Pedestrian,438810,388760
201114K129111,1,2011-05-25,Slight,Bus or Coach,435260,387340
201114K129211,1,2011-05-25,Slight,Car,439060,386240
201114K129311,1,2011-05-23,Serious,Pedestrian,434980,381210
201114K129511,1,2011-05-24,Serious,Pedestrian,433140,389740
201114K129611,1,2011-05-24,Slight,Motorcycle,435540,396120
201114K129711,1,2011-05-25,Slight,Car,435700,388050
201114K129811,1,2011-05-25,Slight,Car,435210,385350
201114K130011,1,2011-05-26,Slight,Car,433060,389650
201114K130111,1,2011-05-26,Slight,Pedestrian,434920,387370
201114K130511,1,2011-05-26,Slight,Car,437520,389900
201114K130611,1,2011-05-26,Slight,Car,437970,393370
201114K130811,1,2011-05-27,Slight,Car,435320,385470
201114K131011,1,2011-05-27,Slight,"Heavy goods vehicles ",439330,388500
201114K131311,1,2011-05-25,Slight,Pedal Cycle,434610,387430
201114K131411,1,2011-05-25,Slight,Car,435430,388070
201114K131511,1,2011-05-26,Slight,Pedal Cycle,435380,385540
201114K131811,1,2011-05-27,Slight,Pedestrian,433480,392730
201114K131911,1,2011-05-27,Slight,Car,427300,398410
201114K132111,1,2011-05-20,Slight,Car,436900,390590
201114K132811,1,2011-05-28,Slight,Car,436740,384770
201114K132811,3,2011-05-28,Slight,Car,436740,384770
201114K132811,2,2011-05-28,Slight,Car,436740,384770
201114K132811,4,2011-05-28,Slight,Car,436740,384770
201114K132811,5,2011-05-28,Slight,Car,436740,384770
201114K132811,6,2011-05-28,Slight,Car,436740,384770
201114K132811,7,2011-05-28,Slight,Car,436740,384770
201114K132911,1,2011-05-28,Slight,Car,433390,391920
201114K133011,1,2011-05-28,Slight,Bus or Coach,435700,387680
201114K133111,1,2011-06-06,Slight,Car,437300,393550
201114K133111,2,2011-06-06,Slight,Car,437300,393550
201114K133111,3,2011-06-06,Slight,Car,437300,393550
201114K133211,2,2011-05-27,Slight,Car,430430,389970
201114K133411,1,2011-05-27,Slight,Bus or Coach,439740,385300
201114K133411,2,2011-05-27,Slight,Bus or Coach,439740,385300
201114K133611,1,2011-05-27,Slight,Car,436090,387540
201114K133811,1,2011-05-28,Slight,Bus or Coach,435740,387800
201114K134211,1,2011-05-29,Slight,Car,429140,387320
201114K134311,1,2011-05-30,Slight,Motorcycle,435550,392720
201114K134311,2,2011-05-30,Serious,Motorcycle,435550,392720
201114K134411,1,2011-05-06,Slight,Bus or Coach,440260,390640
201114K134711,1,2011-05-30,Slight,Car,439480,390720
201114K134711,2,2011-05-30,Slight,Car,439480,390720
201114K134811,1,2011-05-28,Slight,Car,436300,392160
201114K134811,2,2011-05-28,Slight,Car,436300,392160
201114K135411,1,2011-05-31,Slight,Car,443140,381080
201114K135511,1,2011-05-27,Slight,Car,435130,386360
201114K135511,2,2011-05-27,Slight,Car,435130,386360
201114K135811,1,2011-06-02,Slight,Car,434440,386310
201114K135911,1,2011-06-02,Slight,Car,433690,388400
201114K136111,1,2011-05-27,Slight,Car,435320,383830
201114K136411,1,2011-06-01,Serious,Motorcycle,427140,398460
201114K136911,1,2011-06-02,Slight,Pedestrian,438250,388330
201114K136911,2,2011-06-02,Slight,Pedestrian,438250,388330
201114K137211,1,2011-05-27,Slight,Pedal Cycle,433370,392590
201114K137311,1,2011-05-30,Slight,Car,434700,383610
201114K137411,1,2011-05-31,Slight,Pedal Cycle,437560,383150
201114K138011,1,2011-06-02,Slight,Pedestrian,435690,387460
201114K138311,1,2011-06-03,Slight,Car,437300,393430
201114K138411,1,2011-06-04,Slight,Car,432330,381400
201114K138411,2,2011-06-04,Slight,Car,432330,381400
201114K138711,1,2011-06-09,Serious,Pedestrian,436960,386480
201114K138811,1,2011-06-06,Serious,Pedestrian,436470,390130
201114K139011,1,2011-06-04,Serious,Pedestrian,434960,386950
201114K139011,2,2011-06-04,Serious,Pedestrian,434960,386950
201114K139111,1,2011-06-06,Slight,Car,435830,394570
201114K139411,1,2011-06-04,Slight,Car,436870,395520
201114K139411,2,2011-06-04,Slight,Car,436870,395520
201114K139511,1,2011-06-05,Slight,Car,434000,383320
201114K139511,2,2011-06-05,Slight,Car,434000,383320
201114K139711,1,2011-05-26,Slight,Car,436210,391410
201114K139811,1,2011-06-08,Slight,Pedestrian,431540,384280
201114K140411,1,2011-06-06,Slight,Car,435750,390890
201114K140711,1,2011-06-08,Slight,Car,435960,388110
201114K140811,1,2011-06-15,Serious,Pedestrian,438550,388240
201114K141211,1,2011-06-08,Slight,Pedestrian,436760,384100
201114K141411,1,2011-05-31,Slight,Pedal Cycle,434880,385300
201114K141611,1,2011-06-09,Slight,Car,437420,387570
201114K141711,1,2011-06-10,Slight,Car,437440,390180
201114K141811,1,2011-06-10,Slight,Car,438750,385990
201114K141911,1,2011-06-10,Slight,Car,437670,388090
201114K142011,1,2011-06-09,Slight,Bus or Coach,435600,387240
201114K142211,1,2011-06-12,Slight,Car,429140,387320
201114K142311,1,2011-06-09,Slight,Bus or Coach,435130,386500
201114K142411,1,2011-06-10,Slight,Car,436750,387610
201114K142411,2,2011-06-10,Slight,Car,436750,387610
201114K142411,3,2011-06-10,Slight,Car,436750,387610
